512,6,472,FALSE,4,4,2,90
2048,6,1500,FALSE,4,4,2,90
1024,6,1078,FALSE,4,4,2,90
1024,6,1012,FALSE,4,4,2,90
512,6,559,FALSE,4,4,2,90
2048,6,1668,FALSE,4,4,2,90
2048,6,1127,FALSE,4,4,2,90
1024,6,759,False,4,4,2,90
